Testing
Get agent
model parameters: 
4056849
Setup GPU mode
Testing loop
         28797622 function calls (26579340 primitive calls) in 100.828 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 typing.py:293(_SpecialForm)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        1    0.000    0.000    0.000    0.000 backend_tools.py:524(ToolViewsPositions)
        1    0.000    0.000    0.000    0.000 transforms.py:2038(IdentityTransform)
        9    0.000    0.000    0.000    0.000 deprecation.py:433(<listcomp>)
       17    0.000    0.000    0.000    0.000 __init__.py:38(__getattr__)
        1    0.000    0.000    0.000    0.000 core.py:6457(__array_finalize__)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:26(__exit__)
        2    0.000    0.000    0.000    0.000 os.py:772(getenv)
        2    0.000    0.000    0.000    0.000 _structural_similarity.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.TextIOWrapper' objects}
       46    0.000    0.000    0.000    0.000 constraint_registry.py:87(register)
        1    0.000    0.000    0.000    0.000 bernoulli.py:10(Bernoulli)
        1    0.000    0.000    0.000    0.000 mock.py:378(NonCallableMock)
       13    0.000    0.000    0.000    0.000 cloudpickle_fast.py:245(_code_reduce)
       17    0.000    0.000    0.000    0.000 constructor.py:402(construct_yaml_str)
        1    0.000    0.000    0.000    0.000 ndgriddata.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:1(<module>)
        8    0.000    0.000    0.000    0.000 nonlin.py:216(_set_doc)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion.py:1(<module>)
        1    0.000    0.000    0.000    0.000 realtransforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:425(<listcomp>)
        1    0.000    0.000    0.000    0.000 lapack.py:886(get_lapack_funcs)
        4    0.000    0.000    0.000    0.000 isoparser.py:22(_takes_ascii)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2772(_Mode)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3622(__str__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3774(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:2136(timezone)
       84    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
      160    0.000    0.000    0.000    0.000 enum.py:664(<lambda>)
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._init_names}
        5    0.000    0.000    0.000    0.000 TiffImagePlugin.py:625(decorator)
       72    0.000    0.000    0.000    0.000 kl.py:68(decorator)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 csc.py:14(csc_matrix)
        1    0.000    0.000    0.000    0.000 _rsqrt.py:1(<module>)
        4    0.000    0.000    0.000    0.000 compiler.py:338(get_cache_dir)
       28    0.000    0.000    0.000    0.000 constructor.py:117(construct_scalar)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:1180(__class_getitem__)
        1    0.000    0.000    0.000    0.000 geo.py:14(GeoAxes)
        1    0.000    0.000    0.000    0.000 _cm.py:158(<dictcomp>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:5162(__init__)
       48    0.000    0.000    0.000    0.000 pyparsing.py:4034(<genexpr>)
       15    0.000    0.000    0.000    0.000 pyparsing.py:4861(__str__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:239(_set_array_types)
        4    0.000    0.000    0.000    0.000 shape_base.py:24(atleast_1d)
       11    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
       31    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
      100    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _classes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fuse_modules.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lowrank_multivariate_normal.py:46(LowRankMultivariateNormal)
        1    0.000    0.000    0.000    0.000 multivariate_normal.py:78(MultivariateNormal)
        1    0.000    0.000    0.000    0.000 transforms.py:213(ComposeTransform)
        1    0.000    0.000    0.000    0.000 base_tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dims.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pyramids.py:1(<module>)
        2    0.000    0.000    0.000    0.000 util.py:171(register_after_fork)
        1    0.000    0.000    0.000    0.000 utils_test.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _constants.py:4(<module>)
        1    0.000    0.000    0.000    0.000 timeit.py:50(<module>)
        1    0.000    0.000    0.000    0.000 rk.py:276(RK45)
        1    0.000    0.000    0.000    0.000 _random_shapes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_cossin.py:2(<module>)
        1    0.000    0.000    0.000    0.000 fourier.py:31(<module>)
      130    0.000    0.000    0.000    0.000 cycler.py:212(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6797(Japanese)
       12    0.000    0.000    0.000    0.000 rcsetup.py:200(validate_axisbelow)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:76(_FileOpeners)
        1    0.000    0.000    0.000    0.000 _datasource.py:248(__init__)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(trim_zeros)
        4    0.000    0.000    0.000    0.000 ast.py:267(visit)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
      134    0.000    0.000    0.000    0.000 six.py:88(__init__)
        1    0.000    0.000    0.000    0.000 pickle.py:1024(_Unpickler)
        3    0.000    0.000    0.000    0.000 datetime.py:1517(__new__)
       85    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 hooks.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _signatures.py:778(<listcomp>)
       31    0.000    0.000    0.000    0.000 functoolz.py:157(__get__)
        1    0.000    0.000    0.000    0.000 parser.py:264(parse_block_node)
        1    0.000    0.000    0.000    0.000 config.py:128(collect_yaml)
        1    0.000    0.000    0.000    0.000 _qap.py:1(<module>)
       14    0.000    0.000    0.000    0.000 typing.py:685(__mro_entries__)
        5    0.000    0.000    0.000    0.000 _regionprops.py:129(only2d)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        1    0.000    0.000    0.000    0.000 core.py:231(reload_library)
       18    0.000    0.000    0.000    0.000 transforms.py:52(_make_str_method)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2434(suppress)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:150(_families)
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:158(_property)
      155    0.000    0.000    0.000    0.000 inspect.py:2839(return_annotation)
      119    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
        1    0.000    0.000    0.000    0.000 __init__.py:1207(is_interactive)
        7    0.000    0.000    0.000    0.000 Image.py:3066(register_open)
       39    0.000    0.000    0.000    0.000 __init__.py:716(__init__)
        2    0.000    0.000    0.000    0.000 core.py:6633(__init__)
        2    0.000    0.000    0.000    0.000 _datasource.py:419(_sanitize_relative_path)
       21    0.000    0.000    0.000    0.000 traceback.py:528(_load_lines)
       30    0.000    0.000    0.000    0.000 getlimits.py:17(_fr0)
       36    0.000    0.000    0.000    0.000 _add_newdocs.py:6715(<genexpr>)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:438(__exit__)
        1    0.000    0.000    0.000    0.000 numeric.py:1653(indices)
       72    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        3    0.000    0.000    0.000    0.000 {built-in method posix.close}
       21    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        1    0.000    0.000    0.000    0.000 fractions.py:60(Fraction)
        1    0.000    0.000    0.000    0.000 pin_memory.py:6(<module>)
        1    0.000    0.000    0.000    0.000 binomial.py:13(Binomial)
        1    0.000    0.000    0.000    0.000 base_events.py:357(BaseEventLoop)
        1    0.000    0.000    0.000    0.000 flatten.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _jit_internal.py:165(boolean_dispatch)
        1    0.000    0.000    0.000    0.000 _namedtensor_internals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 order.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _signatures.py:757(_has_keywords)
        2    0.000    0.000    0.000    0.000 constructor.py:233(construct_yaml_bool)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:563(beta_gen)
        1    0.000    0.000    0.000    0.000 dogbox.py:42(<module>)
        1    0.000    0.000    0.000    0.000 lobpcg.py:18(<module>)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        2    0.000    0.000    0.000    0.000 blas.py:375(_memoize_get_funcs)
        1    0.000    0.000    0.000    0.000 __init__.py:159(<listcomp>)
        1    0.000    0.000    0.000    0.000 axis3d.py:35(Axis)
        1    0.000    0.000    0.000    0.000 dates.py:1220(AutoDateLocator)
        1    0.000    0.000    0.000    0.000 calendar.py:546(different_locale)
        1    0.000    0.000    0.000    0.000 GimpPaletteFile.py:17(<module>)
        1    0.000    0.000    0.000    0.000 _constrained_layout.py:14(<module>)
        1    0.000    0.000    0.000    0.000 format.py:163(<module>)
       24    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
        3    0.000    0.000    0.000    0.000 platform.py:1254(python_implementation)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:153(_add_integer_aliases)
       46    0.000    0.000    0.000    0.000 six.py:105(__init__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:412(_construct_lookups)
        4    0.000    0.000    0.000    0.000 parse.py:412(urlsplit)
       10    0.000    0.000    0.000    0.000 weakref.py:290(update)
        4    0.000    0.000    0.000    0.000 weakref.py:356(__init__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:20(__enter__)
       16    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
       37    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:929(_sanity_check)
       45    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 observer.py:491(MovingAveragePerChannelMinMaxObserver)
        1    0.000    0.000    0.000    0.000 geometric.py:10(Geometric)
        1    0.000    0.000    0.000    0.000 ssl.py:383(Purpose)
        2    0.000    0.000    0.000    0.000 _utils_internal.py:17(get_file_path)
        1    0.000    0.000    0.000    0.000 truth.py:1(<module>)
        2    0.000    0.000    0.000    0.000 shape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sputils.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _environment.py:67(get_cuda_path)
        1    0.000    0.000    0.000    0.000 compiler.py:529(__init__)
        1    0.000    0.000    0.000    0.000 _daisy.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _signatures.py:769(check_required_args)
       28    0.000    0.000    0.000    0.000 scanner.py:731(check_plain)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:26(<module>)
        1    0.000    0.000    0.000    0.000 _wilcoxon_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _onenormest.py:2(<module>)
        7    0.000    0.000    0.000    0.000 _threadsafety.py:25(__init__)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_ldl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:3(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3670(__init__)
        1    0.000    0.000    0.000    0.000 uuid.py:63(SafeUUID)
       22    0.000    0.000    0.000    0.000 getlimits.py:522(max)
        1    0.000    0.000    0.000    0.000 numeric.py:2084(identity)
        1    0.000    0.000    0.000    0.000 os.py:46(<listcomp>)
        1    0.000    0.000    0.000    0.000 _storage_docs.py:20(add_docstr_all)
        1    0.000    0.000    0.000    0.000 hourglass_network.py:6(<module>)
        1    0.000    0.000    0.000    0.000 signal_handling.py:31(<module>)
       11    0.000    0.000    0.000    0.000 init.py:425(_make_deprecate)
        1    0.000    0.000    0.000    0.000 __init__.py:200(HalfStorage)
        1    0.000    0.000    0.000    0.000 base.py:8(spmatrix)
        1    0.000    0.000    0.000    0.000 coo.py:18(coo_matrix)
        1    0.000    0.000    0.000    0.000 peak.py:1(<module>)
       26    0.000    0.000    0.000    0.000 cloudpickle_fast.py:267(_cell_reduce)
        1    0.000    0.000    0.000    0.000 inpaint.py:2(<module>)
       37    0.000    0.000    0.000    0.000 __init__.py:22(<genexpr>)
       11    0.000    0.000    0.000    0.000 functoolz.py:118(instanceproperty)
       49    0.000    0.000    0.000    0.000 tokens.py:3(__init__)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:351(<listcomp>)
        1    0.000    0.000    0.000    0.000 wavelets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lti_conversion.py:4(<module>)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:599(_GenericAlias)
        1    0.000    0.000    0.000    0.000 _registry.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _formlayout.py:57(ColorButton)
        1    0.000    0.000    0.000    0.000 rrule.py:1305(rruleset)
        1    0.000    0.000    0.000    0.000 PaletteFile.py:16(<module>)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:19(<module>)
      102    0.000    0.000    0.000    0.000 patches.py:1878(<genexpr>)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:628(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pyplot.py:111(install_repl_displayhook)
       85    0.000    0.000    0.000    0.000 cycler.py:138(keys)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3987(And)
       15    0.000    0.000    0.000    0.000 Image.py:3115(register_extension)
        4    0.000    0.000    0.000    0.000 Image.py:3126(register_extensions)
        1    0.000    0.000    0.000    0.000 Image.py:514(Image)
        2    0.000    0.000    0.000    0.000 core.py:2949(_update_from)
        3    0.000    0.000    0.000    0.000 ufunclike.py:58(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 traceback.py:366(from_list)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:72(english_capitalize)
        1    0.000    0.000    0.000    0.000 pathlib.py:483(select_from)
       56    0.000    0.000    0.000    0.000 pathlib.py:1034(_init)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 functools.py:186(total_ordering)
        3    0.000    0.000    0.000    0.000 {built-in method posix.access}
        1    0.000    0.000    0.000    0.000 JpegPresets.py:72(<module>)
        1    0.000    0.000    0.000    0.000 categorical.py:8(Categorical)
        1    0.000    0.000    0.000    0.000 parallel_apply.py:1(<module>)
        1    0.000    0.000    0.000    0.000 array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compiler.py:114(_get_arch)
        1    0.000    0.000    0.000    0.000 texture.py:3(<module>)
       26    0.000    0.000    0.000    0.000 cloudpickle_fast.py:557(<genexpr>)
       13    0.000    0.000    0.000    0.000 cloudpickle.py:254(_find_imported_submodules)
     19/8    0.000    0.000    0.000    0.000 utils.py:460(wrapper)
    19/10    0.000    0.000    0.000    0.000 utils.py:457(register)
        1    0.000    0.000    0.000    0.000 __init__.py:28(<listcomp>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:274(norm_gen)
        1    0.000    0.000    0.000    0.000 _cubic.py:156(PchipInterpolator)
        1    0.000    0.000    0.000    0.000 __init__.py:183(<listcomp>)
        1    0.000    0.000    0.000    0.000 case.py:1368(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 __init__.py:242(<listcomp>)
        1    0.000    0.000    0.000    0.000 compare.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:1379(_result)
        1    0.000    0.000    0.000    0.000 patches.py:1001(Polygon)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4928(__init__)
        4    0.000    0.000    0.000    0.000 uuid.py:121(__init__)
        6    0.000    0.000    0.000    0.000 rcsetup.py:617(validate_joinstyle)
        1    0.000    0.000    0.000    0.000 Image.py:3249(_apply_env_variables)
        1    0.000    0.000    0.000    0.000 __init__.py:802(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1140(__init__)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
        1    0.000    0.000    0.000    0.000 threading.py:763(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1251(_enumerate)
        2    0.000    0.000    0.000    0.000 datetime.py:646(__neg__)
       71    0.000    0.000    0.000    0.000 enum.py:203(<genexpr>)
        2    0.000    0.000    0.000    0.000 weakref.py:165(__setitem__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
        6    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
       93    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
       36    0.000    0.000    0.000    0.000 {method 'issuperset' of 'set' objects}
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:289(IFDRational)
        1    0.000    0.000    0.000    0.000 relaxed_bernoulli.py:10(LogitRelaxedBernoulli)
        1    0.000    0.000    0.000    0.000 dirichlet.py:15(_Dirichlet)
        1    0.000    0.000    0.000    0.000 request.py:323(Request)
        1    0.000    0.000    0.000    0.000 _ops.py:70(_Ops)
        1    0.000    0.000    0.000    0.000 distributed.py:33(DistributedDataParallel)
        4    0.000    0.000    0.000    0.000 _jit_internal.py:462(get_class_name_lineno)
        1    0.000    0.000    0.000    0.000 correlation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sumprod.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mock.py:1803(<setcomp>)
        1    0.000    0.000    0.000    0.000 adapt_rgb.py:1(<module>)
        1    0.000    0.000    0.000    0.000 optimization.py:418(Default)
        3    0.000    0.000    0.000    0.000 _signatures.py:761(<listcomp>)
       25    0.000    0.000    0.000    0.000 constructor.py:159(add_constructor)
       28    0.000    0.000    0.000    0.000 events.py:65(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1452(expon_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3303(gausshyper_gen)
        1    0.000    0.000    0.000    0.000 sobol_seq.py:21(<module>)
       22    0.000    0.000    0.000    0.000 codata.py:1572(value)
        1    0.000    0.000    0.000    0.000 argparse.py:152(HelpFormatter)
        1    0.000    0.000    0.000    0.000 typing.py:1344(<listcomp>)
        1    0.000    0.000    0.000    0.000 base.py:58(spmatrix)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 table.py:232(Table)
        1    0.000    0.000    0.000    0.000 patches.py:1095(Wedge)
        1    0.000    0.000    0.000    0.000 patches.py:1347(CirclePolygon)
        1    0.000    0.000    0.000    0.000 patches.py:1510(Circle)
        1    0.000    0.000    0.000    0.000 transforms.py:685(Bbox)
       17    0.000    0.000    0.000    0.000 cycler.py:225(__iter__)
        8    0.000    0.000    0.000    0.000 pyparsing.py:1788(clear)
       71    0.000    0.000    0.000    0.000 pyparsing.py:2441(leaveWhitespace)
       20    0.000    0.000    0.000    0.000 __init__.py:2254(_check_in_list)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 polynomial.py:1456(Polynomial)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
        1    0.000    0.000    0.000    0.000 subprocess.py:1358(_get_handles)
       13    0.000    0.000    0.000    0.000 threading.py:75(RLock)
        3    0.000    0.000    0.000    0.000 platform.py:1150(_sys_version)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:6673(numeric_type_aliases)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:67(<genexpr>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_types)
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:840(with_name)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
       14    0.000    0.000    0.000    0.000 enum.py:912(_power_of_two)
        1    0.000    0.000    0.000    0.000 contextlib.py:70(__call__)
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        1    0.000    0.000    0.000    0.000 _sspndg.py:35(NdGridSplinePPForm)
        1    0.000    0.000    0.000    0.000 locks.py:47(_ContextManagerMixin)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 events.py:610(BaseDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 std.py:78(TqdmDefaultWriteLock)
       15    0.000    0.000    0.000    0.000 ssl.py:795(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 frontend.py:384(ExprBuilder)
        1    0.000    0.000    0.000    0.000 clip_grad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 join.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rearrange.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mock.py:370(Base)
        1    0.000    0.000    0.000    0.000 _environment.py:107(_get_cuda_path)
        1    0.000    0.000    0.000    0.000 _window.py:1(<module>)
        1    0.000    0.000    0.000    0.000 j_invariant.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cloudpickle_fast.py:477(CloudPickler)
       70    0.000    0.000    0.000    0.000 reduction.py:43(register)
       28    0.000    0.000    0.000    0.000 tokens.py:98(__init__)
        4    0.000    0.000    0.000    0.000 reader.py:146(update)
        1    0.000    0.000    0.000    0.000 _multidim.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _gaussian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2554(gamma_gen)
        7    0.000    0.000    0.000    0.000 nonlin.py:1622(<listcomp>)
        2    0.000    0.000    0.000    0.000 cobyla.py:30(synchronized)
        1    0.000    0.000    0.000    0.000 lsqr.py:50(<module>)
        1    0.000    0.000    0.000    0.000 lsmr.py:17(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:745(_VariadicGenericAlias)
        1    0.000    0.000    0.000    0.000 _lambertw.py:1(<module>)
       18    0.000    0.000    0.000    0.000 base.py:1205(isspmatrix)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        4    0.000    0.000    0.000    0.000 blas.py:259(find_best_blas_type)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:205(FigureCanvasQT)
        4    0.000    0.000    0.000    0.000 legend_handler.py:181(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        1    0.000    0.000    0.000    0.000 core.py:177(update_user_library)
        1    0.000    0.000    0.000    0.000 mathtext.py:3294(MathTextParser)
        1    0.000    0.000    0.000    0.000 patches.py:973(PathPatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3581(__init__)
       95    0.000    0.000    0.000    0.000 pyparsing.py:285(<genexpr>)
        1    0.000    0.000    0.000    0.000 ImageMode.py:17(<module>)
        1    0.000    0.000    0.000    0.000 twodim_base.py:152(eye)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:29(<module>)
        5    0.000    0.000    0.000    0.000 ast.py:64(_convert)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:231(_add_array_type)
       39    0.000    0.000    0.000    0.000 __init__.py:910(__getitem__)
       19    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
       95    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:894(__hash__)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       27    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        8    0.000    0.000    0.000    0.000 _torch_docs.py:21(<listcomp>)
        1    0.000    0.000    0.000    0.000 observer.py:213(MinMaxObserver)
        1    0.000    0.000    0.000    0.000 observer.py:544(HistogramObserver)
        1    0.000    0.000    0.000    0.000 __init__.py:41(_parse_env)
        1    0.000    0.000    0.000    0.000 grad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:725(TarInfo)
        1    0.000    0.000    0.000    0.000 from_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 kind.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _eigenvalue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 functoolz.py:167(curry)
       28    0.000    0.000    0.000    0.000 nodes.py:27(__init__)
        1    0.000    0.000    0.000    0.000 _functions.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4039(laplace_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5018(lognorm_gen)
        1    0.000    0.000    0.000    0.000 _savitzky_golay.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _linprog_simplex.py:29(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1073(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 waveforms.py:7(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:792(Generic)
        1    0.000    0.000    0.000    0.000 _regionprops.py:980(<listcomp>)
        1    0.000    0.000    0.000    0.000 sputils.py:2(<module>)
       18    0.000    0.000    0.000    0.000 data.py:131(_create_method)
        2    0.000    0.000    0.000    0.000 _util.py:173(__init__)
       23    0.000    0.000    0.000    0.000 _testutils.py:24(__init__)
        1    0.000    0.000    0.000    0.000 core.py:170(iter_user_libraries)
        1    0.000    0.000    0.000    0.000 image.py:215(_ImageBase)
        1    0.000    0.000    0.000    0.000 textpath.py:18(TextToPath)
       34    0.000    0.000    0.000    0.000 cycler.py:371(<genexpr>)
        2    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
       42    0.000    0.000    0.000    0.000 pyparsing.py:1561(<genexpr>)
      138    0.000    0.000    0.000    0.000 pyparsing.py:1643(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1866(enablePackrat)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2835(__init__)
       18    0.000    0.000    0.000    0.000 core.py:6374(isMaskedArray)
        5    0.000    0.000    0.000    0.000 _datasource.py:132(keys)
       20    0.000    0.000    0.000    0.000 tokenize.py:107(group)
        1    0.000    0.000    0.000    0.000 subprocess.py:1555(_handle_exitstatus)
        1    0.000    0.000    0.000    0.000 _internal.py:239(_missing_ctypes)
        4    0.000    0.000    0.000    0.000 ast.py:320(generic_visit)
        1    0.000    0.000    0.000    0.000 _asarray.py:5(<module>)
       24    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
       16    0.000    0.000    0.000    0.000 enum.py:365(__members__)
       50    0.000    0.000    0.000    0.000 enum.py:628(name)
        3    0.000    0.000    0.000    0.000 types.py:237(coroutine)
       45    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        6    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        6    0.000    0.000    0.000    0.000 qconfig.py:24(__new__)
        1    0.000    0.000    0.000    0.000 distribution.py:7(Distribution)
