Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
         2474516 function calls (2417946 primitive calls) in 42.388 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 activation.py:101(RReLU)
        1    0.000    0.000    0.000    0.000 tarfile.py:725(TarInfo)
        1    0.000    0.000    0.000    0.000 sumprod.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compiler.py:529(__init__)
        1    0.000    0.000    0.000    0.000 cloudpickle_fast.py:477(CloudPickler)
        1    0.000    0.000    0.000    0.000 tokens.py:60(FlowMappingEndToken)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1392(dweibull_gen)
        1    0.000    0.000    0.000    0.000 _savitzky_golay.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cobyla.py:30(synchronized)
       18    0.000    0.000    0.000    0.000 data.py:131(_create_method)
        1    0.000    0.000    0.000    0.000 __init__.py:242(<listcomp>)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:205(FigureCanvasQT)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
        1    0.000    0.000    0.000    0.000 patches.py:1001(Polygon)
        1    0.000    0.000    0.000    0.000 patches.py:1347(CirclePolygon)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3987(And)
        1    0.000    0.000    0.000    0.000 pyparsing.py:300(ParseBaseException)
       29    0.000    0.000    0.000    0.000 __init__.py:1830(_str_equal)
        7    0.000    0.000    0.000    0.000 Image.py:3066(register_open)
        1    0.000    0.000    0.000    0.000 Image.py:3249(_apply_env_variables)
        2    0.000    0.000    0.000    0.000 core.py:2949(_update_from)
        3    0.000    0.000    0.000    0.000 ufunclike.py:41(_fix_out_named_y)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
        3    0.000    0.000    0.000    0.000 platform.py:1150(_sys_version)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:72(english_capitalize)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_types)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:231(_add_array_type)
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
       10    0.000    0.000    0.000    0.000 weakref.py:290(update)
        3    0.000    0.000    0.000    0.000 types.py:237(coroutine)
       93    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:894(__hash__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
       93    0.000    0.000    0.000    0.000 {method 'ljust' of 'str' objects}
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:289(IFDRational)
        1    0.000    0.000    0.000    0.000 rnn.py:16(PackedParameter)
        6    0.000    0.000    0.000    0.000 qconfig.py:24(__new__)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 events.py:610(BaseDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 __init__.py:41(_parse_env)
        1    0.000    0.000    0.000    0.000 rnn.py:573(GRU)
        1    0.000    0.000    0.000    0.000 serialization.py:195(__exit__)
        1    0.000    0.000    0.000    0.000 correlation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 join.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mock.py:1803(<setcomp>)
        1    0.000    0.000    0.000    0.000 _eigenvalue.py:1(<module>)
       20    0.000    0.000    0.000    0.000 compiler.py:102(_get_nvrtc_version)
        1    0.000    0.000    0.000    0.000 optimization.py:418(Default)
        1    0.000    0.000    0.000    0.000 functoolz.py:167(curry)
       28    0.000    0.000    0.000    0.000 scanner.py:731(check_plain)
       28    0.000    0.000    0.000    0.000 tokens.py:98(__init__)
        1    0.000    0.000    0.000    0.000 _functions.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _multidim.py:8(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4039(laplace_gen)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:1458(rv_continuous)
        7    0.000    0.000    0.000    0.000 nonlin.py:1622(<listcomp>)
        1    0.000    0.000    0.000    0.000 argparse.py:1075(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 _onenormest.py:2(<module>)
        1    0.000    0.000    0.000    0.000 lsmr.py:17(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _util.py:173(__init__)
        1    0.000    0.000    0.000    0.000 compare.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:3294(MathTextParser)
        1    0.000    0.000    0.000    0.000 patches.py:1510(Circle)
       17    0.000    0.000    0.000    0.000 cycler.py:225(__iter__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4928(__init__)
       42    0.000    0.000    0.000    0.000 pyparsing.py:696(haskeys)
       57    0.000    0.000    0.000    0.000 __init__.py:2292(<genexpr>)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 ImageMode.py:17(<module>)
        1    0.000    0.000    0.000    0.000 Image.py:514(Image)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:29(<module>)
        5    0.000    0.000    0.000    0.000 ast.py:64(_convert)
        4    0.000    0.000    0.000    0.000 ast.py:320(generic_visit)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
       14    0.000    0.000    0.000    0.000 enum.py:912(_power_of_two)
        2    0.000    0.000    0.000    0.000 weakref.py:165(__setitem__)
       44    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 locks.py:47(_ContextManagerMixin)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 events.py:210(AbstractEventLoop)
        1    0.000    0.000    0.000    0.000 tarfile.py:172(nti)
        1    0.000    0.000    0.000    0.000 from_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 kind.py:1(<module>)
        1    0.000    0.000    0.000    0.000 array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _environment.py:107(_get_cuda_path)
        1    0.000    0.000    0.000    0.000 _window.py:1(<module>)
        1    0.000    0.000    0.000    0.000 j_invariant.py:1(<module>)
        1    0.000    0.000    0.000    0.000 adapt_rgb.py:1(<module>)
        4    0.000    0.000    0.000    0.000 reader.py:146(update)
        1    0.000    0.000    0.000    0.000 _cwt.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _gaussian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5018(lognorm_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1452(expon_gen)
        1    0.000    0.000    0.000    0.000 argparse.py:152(HelpFormatter)
        1    0.000    0.000    0.000    0.000 lsqr.py:50(<module>)
        1    0.000    0.000    0.000    0.000 waveforms.py:7(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:745(_VariadicGenericAlias)
        1    0.000    0.000    0.000    0.000 typing.py:1344(<listcomp>)
        1    0.000    0.000    0.000    0.000 _regionprops.py:980(<listcomp>)
        1    0.000    0.000    0.000    0.000 sputils.py:2(<module>)
        1    0.000    0.000    0.000    0.000 compressed.py:24(_cs_matrix)
        4    0.000    0.000    0.000    0.000 blas.py:259(find_best_blas_type)
        4    0.000    0.000    0.000    0.000 legend_handler.py:181(__init__)
        1    0.000    0.000    0.000    0.000 core.py:170(iter_user_libraries)
        1    0.000    0.000    0.000    0.000 core.py:177(update_user_library)
        1    0.000    0.000    0.000    0.000 image.py:215(_ImageBase)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1866(enablePackrat)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3581(__init__)
       48    0.000    0.000    0.000    0.000 pyparsing.py:4239(<genexpr>)
       58    0.000    0.000    0.000    0.000 pyparsing.py:642(__bool__)
        1    0.000    0.000    0.000    0.000 polynomial.py:1456(Polynomial)
        5    0.000    0.000    0.000    0.000 _datasource.py:132(keys)
        1    0.000    0.000    0.000    0.000 twodim_base.py:152(eye)
        4    0.000    0.000    0.000    0.000 function_base.py:1589(trim_zeros)
        1    0.000    0.000    0.000    0.000 subprocess.py:1358(_get_handles)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
        2    0.000    0.000    0.000    0.000 arrayprint.py:458(decorating_function)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:67(<genexpr>)
        1    0.000    0.000    0.000    0.000 _asarray.py:5(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:840(with_name)
       11    0.000    0.000    0.000    0.000 re.py:254(escape)
       16    0.000    0.000    0.000    0.000 enum.py:365(__members__)
        3    0.000    0.000    0.000    0.000 posixpath.py:121(splitext)
       43    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
       23    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 _sspumv.py:334(MultivariateCubicSmoothingSpline)
        1    0.000    0.000    0.000    0.000 _sspndg.py:35(NdGridSplinePPForm)
        1    0.000    0.000    0.000    0.000 frontend.py:384(ExprBuilder)
        1    0.000    0.000    0.000    0.000 fusion.py:2(<module>)
        1    0.000    0.000    0.000    0.000 clip_grad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 profiler.py:7(cudaOutputMode)
        1    0.000    0.000    0.000    0.000 nvtx.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sort.py:1(<module>)
        1    0.000    0.000    0.000    0.000 meanvar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method cupy_backends.cuda.libs.nvrtc.createProgram}
        3    0.000    0.000    0.000    0.000 _signatures.py:750(check_keywords)
        3    0.000    0.000    0.000    0.000 _signatures.py:761(<listcomp>)
        1    0.000    0.000    0.000    0.000 delayed.py:470(Delayed)
        1    0.000    0.000    0.000    0.000 representer.py:134(SafeRepresenter)
        1    0.000    0.000    0.000    0.000 profile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6620(rayleigh_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2554(gamma_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:563(beta_gen)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:430(rv_frozen)
        1    0.000    0.000    0.000    0.000 __init__.py:99(<listcomp>)
        1    0.000    0.000    0.000    0.000 _linprog_simplex.py:29(<module>)
        1    0.000    0.000    0.000    0.000 case.py:44(_Outcome)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:120(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:792(Generic)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 widgets.py:1417(_SelectorWidget)
        1    0.000    0.000    0.000    0.000 patches.py:973(PathPatch)
        1    0.000    0.000    0.000    0.000 font_manager.py:1022(FontManager)
        2    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6929(TestParseResultsAsserts)
       71    0.000    0.000    0.000    0.000 pyparsing.py:2441(leaveWhitespace)
        4    0.000    0.000    0.000    0.000 pyparsing.py:602(__setitem__)
       11    0.000    0.000    0.000    0.000 version.py:312(<listcomp>)
        1    0.000    0.000    0.000    0.000 _iotools.py:450(StringConverter)
       12    0.000    0.000    0.000    0.000 threading.py:75(RLock)
        1    0.000    0.000    0.000    0.000 _internal.py:239(_missing_ctypes)
       18    0.000    0.000    0.000    0.000 _add_newdocs.py:6674(type_aliases_gen)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:268(full)
        1    0.000    0.000    0.000    0.000 numerictypes.py:482(<lambda>)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        5    0.000    0.000    0.000    0.000 datetime.py:396(_check_date_fields)
        8    0.000    0.000    0.000    0.000 __init__.py:426(_asdict)
        2    0.000    0.000    0.000    0.000 os.py:684(__setitem__)
        8    0.000    0.000    0.000    0.000 {built-in method atexit.register}
       78    0.000    0.000    0.000    0.000 {built-in method _operator.index}
       77    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        6    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 _sspumv.py:299(UnivariateCubicSmoothingSpline)
        1    0.000    0.000    0.000    0.000 _shortcut.py:17(AutoSmoothingResult)
        8    0.000    0.000    0.000    0.000 _torch_docs.py:22(<listcomp>)
        1    0.000    0.000    0.000    0.000 observer.py:544(HistogramObserver)
        1    0.000    0.000    0.000    0.000 coroutines.py:17(_is_debug_mode)
        1    0.000    0.000    0.000    0.000 std.py:78(TqdmDefaultWriteLock)
        1    0.000    0.000    0.000    0.000 std.py:133(Bar)
        1    0.000    0.000    0.000    0.000 client.py:231(HTTPResponse)
        1    0.000    0.000    0.000    0.000 client.py:793(HTTPConnection)
        1    0.000    0.000    0.000    0.000 request.py:323(Request)
        1    0.000    0.000    0.000    0.000 reductions.py:44(__init__)
        1    0.000    0.000    0.000    0.000 distributed_c10d.py:94(__init__)
        1    0.000    0.000    0.000    0.000 nccl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function.py:184(once_differentiable)
        1    0.000    0.000    0.000    0.000 module.py:30(Module)
        1    0.000    0.000    0.000    0.000 pad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transpose.py:1(<module>)
        1    0.000    0.000    0.000    0.000 elementwise.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _permutations.py:1(<module>)
       13    0.000    0.000    0.000    0.000 {cupy._util.memoize}
        1    0.000    0.000    0.000    0.000 adapt_rgb.py:34(decorator)
        2    0.000    0.000    0.000    0.000 histogram_matching.py:1(<module>)
        1    0.000    0.000    0.000    0.000 functoolz.py:472(Compose)
        1    0.000    0.000    0.000    0.000 scanner.py:46(Scanner)
       17    0.000    0.000    0.000    0.000 config.py:40(canonical_name)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:600(rv_generic)
        1    0.000    0.000    0.000    0.000 _pade.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _quadrature.py:20(_copy_func)
        1    0.000    0.000    0.000    0.000 qp_subproblem.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _gcrotmk.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _polygon2mask.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _laplacian.py:3(<module>)
        1    0.000    0.000    0.000    0.000 spfun_stats.py:33(<module>)
        1    0.000    0.000    0.000    0.000 _lambertw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
       23    0.000    0.000    0.000    0.000 _testutils.py:24(__init__)
        1    0.000    0.000    0.000    0.000 art3d.py:74(Text3D)
        7    0.000    0.000    0.000    0.000 legend_handler.py:136(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        1    0.000    0.000    0.000    0.000 mathtext.py:966(StixFonts)
        1    0.000    0.000    0.000    0.000 collections.py:1233(RegularPolyCollection)
       34    0.000    0.000    0.000    0.000 cycler.py:371(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2835(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3761(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3808(__init__)
        8    0.000    0.000    0.000    0.000 fontconfig_pattern.py:144(_name)
       20    0.000    0.000    0.000    0.000 rcsetup.py:600(_deprecate_case_insensitive_join_cap)
        1    0.000    0.000    0.000    0.000 animation.py:172(AbstractMovieWriter)
        6    0.000    0.000    0.000    0.000 deprecation.py:269(__init__)
        8    0.000    0.000    0.000    0.000 __init__.py:1164(__init__)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(copy)
        1    0.000    0.000    0.000    0.000 subprocess.py:633(Popen)
       75    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 _dtype.py:5(<module>)
        3    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        5    0.000    0.000    0.000    0.000 datetime.py:409(_check_time_fields)
       50    0.000    0.000    0.000    0.000 enum.py:628(name)
        2    0.000    0.000    0.000    0.000 os.py:690(__delitem__)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(exec_module)
       12    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.000    0.000 rnn.py:283(LSTM)
        1    0.000    0.000    0.000    0.000 observer.py:72(_ObserverBase)
        1    0.000    0.000    0.000    0.000 client.py:106(<dictcomp>)
        1    0.000    0.000    0.000    0.000 container.py:23(Sequential)
       17    0.000    0.000    0.000    0.000 _jit_internal.py:224(export)
        1    0.000    0.000    0.000    0.000 split.py:1(<module>)
        1    0.000    0.000    0.000    0.000 indexing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polyutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:57(__getattr__)
        1    0.000    0.000    0.000    0.000 _median.py:2(<module>)
        1    0.000    0.000    0.000    0.000 process.py:63(BaseProcess)
        1    0.000    0.000    0.000    0.000 process.py:341(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:133(socket)
        1    0.000    0.000    0.000    0.000 utils.py:953(SerializableLock)
        1    0.000    0.000    0.000    0.000 utils.py:1416(<dictcomp>)
       28    0.000    0.000    0.000    0.000 constructor.py:117(construct_scalar)
       25    0.000    0.000    0.000    0.000 constructor.py:159(add_constructor)
        1    0.000    0.000    0.000    0.000 scanner.py:48(__init__)
        1    0.000    0.000    0.000    0.000 _utils.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _bunch.py:6(_validate_names)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:2769(rv_discrete)
        1    0.000    0.000    0.000    0.000 _distr_params.py:3(<module>)
       55    0.000    0.000    0.000    0.000 distance.py:1709(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:104(<listcomp>)
        1    0.000    0.000    0.000    0.000 decorators.py:15(<module>)
        4    0.000    0.000    0.000    0.000 iterative.py:120(combine)
        1    0.000    0.000    0.000    0.000 _variation_of_information.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:786(<genexpr>)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dok.py:23(dok_matrix)
        2    0.000    0.000    0.000    0.000 _pep440.py:437(_cmpkey)
        8    0.000    0.000    0.000    0.000 rrule.py:76(<genexpr>)
        1    0.000    0.000    0.000    0.000 ImageColor.py:20(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:733(GraphicsContextBase)
        1    0.000    0.000    0.000    0.000 dviread.py:789(PsfontsMap)
        1    0.000    0.000    0.000    0.000 patches.py:2415(_Base)
        7    0.000    0.000    0.000    0.000 pyparsing.py:5750(tokenMap)
       11    0.000    0.000    0.000    0.000 pyparsing.py:646(__iter__)
        1    0.000    0.000    0.000    0.000 dis.py:417(findlabels)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:16(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 threading.py:513(set)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
        1    0.000    0.000    0.000    0.000 defchararray.py:1805(chararray)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:3075(ndim)
        2    0.000    0.000    0.000    0.000 _asarray.py:139(ascontiguousarray)
        1    0.000    0.000    0.000    0.000 pickle.py:372(_Pickler)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(concatenate)
        1    0.000    0.000    0.000    0.000 datetime.py:1509(datetime)
        9    0.000    0.000    0.000    0.000 weakref.py:408(__setitem__)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:252(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        9    0.000    0.000    0.000    0.000 observer.py:27(_PartialWrapper)
        1    0.000    0.000    0.000    0.000 autonotebook.py:8(<module>)
        1    0.000    0.000    0.000    0.000 std.py:69(TRLock)
        1    0.000    0.000    0.000    0.000 ssl.py:642(SSLObject)
        1    0.000    0.000    0.000    0.000 request.py:1696(URLopener)
        1    0.000    0.000    0.000    0.000 profiler.py:498(FormattedTimesMixin)
        4    0.000    0.000    0.000    0.000 _jit_internal.py:677(_qualified_name)
        1    0.000    0.000    0.000    0.000 __init__.py:295(get_device_name)
        1    0.000    0.000    0.000    0.000 tarfile.py:1389(TarFile)
        1    0.000    0.000    0.000    0.000 who.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fusion_interface.py:36(_VariableProxy)
        1    0.000    0.000    0.000    0.000 sputils.py:5(<listcomp>)
        1    0.000    0.000    0.000    0.000 _unsharp_mask.py:1(<module>)
        1    0.000    0.000    0.000    0.000 template.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _gabor.py:1(<module>)
       70    0.000    0.000    0.000    0.000 reduction.py:43(register)
        1    0.000    0.000    0.000    0.000 emitter.py:31(Emitter)
       20    0.000    0.000    0.000    0.000 representer.py:65(add_representer)
       17    0.000    0.000    0.000    0.000 scanner.py:721(check_value)
        7    0.000    0.000    0.000    0.000 constructor.py:180(flatten_mapping)
        6    0.000    0.000    0.000    0.000 constructor.py:220(construct_yaml_null)
        2    0.000    0.000    0.000    0.000 constructor.py:237(construct_yaml_int)
       35    0.000    0.000    0.000    0.000 resolver.py:114(ascend_resolver)
        1    0.000    0.000    0.000    0.000 delta_e.py:19(<module>)
       17    0.000    0.000    0.000    0.000 scanner.py:38(__init__)
        1    0.000    0.000    0.000    0.000 _multilevel.py:1194(FswavedecnResult)
        1    0.000    0.000    0.000    0.000 contingency.py:2(<module>)
        1    0.000    0.000    0.000    0.000 common.py:4(<module>)
        1    0.000    0.000    0.000    0.000 ltisys.py:868(ZerosPolesGain)
       38    0.000    0.000    0.000    0.000 typing.py:176(<listcomp>)
        1    0.000    0.000    0.000    0.000 utils.py:101(__call__)
        2    0.000    0.000    0.000    0.000 grey.py:84(pad_for_eccentric_selems)
        1    0.000    0.000    0.000    0.000 lil.py:20(lil_matrix)
        1    0.000    0.000    0.000    0.000 _registry.py:136(<dictcomp>)
        1    0.000    0.000    0.000    0.000 axis.py:1968(XAxis)
        1    0.000    0.000    0.000    0.000 axis.py:30(<listcomp>)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
       11    0.000    0.000    0.000    0.000 legend_handler.py:59(__init__)
        3    0.000    0.000    0.000    0.000 legend_handler.py:341(__init__)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 ImageChops.py:18(<module>)
        1    0.000    0.000    0.000    0.000 tight_layout.py:10(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:1824(TriMesh)
        1    0.000    0.000    0.000    0.000 interpolate.py:329(interp1d)
        1    0.000    0.000    0.000    0.000 pyparsing.py:502(ParseResults)
       14    0.000    0.000    0.000    0.000 pyparsing.py:3233(charsAsStr)
        6    0.000    0.000    0.000    0.000 rcsetup.py:264(validate_fonttype)
        1    0.000    0.000    0.000    0.000 animation.py:256(MovieWriter)
        4    0.000    0.000    0.000    0.000 inspect.py:1507(currentframe)
        1    0.000    0.000    0.000    0.000 api.py:23(FFI)
       18    0.000    0.000    0.000    0.000 core.py:6374(isMaskedArray)
        7    0.000    0.000    0.000    0.000 core.py:2555(_arraymethod)
        1    0.000    0.000    0.000    0.000 random.py:681(getrandbits)
        6    0.000    0.000    0.000    0.000 _version.py:62(<listcomp>)
       19    0.000    0.000    0.000    0.000 utils.py:69(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:499(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:240(_cleanup)
       16    0.000    0.000    0.000    0.000 _string_helpers.py:44(english_upper)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:186(_set_up_aliases)
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        2    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
        5    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 pathlib.py:620(PurePath)
        2    0.000    0.000    0.000    0.000 datetime.py:1187(__new__)
       16    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
       30    0.000    0.000    0.000    0.000 multiarray.py:634(result_type)
        3    0.000    0.000    0.000    0.000 genericpath.py:121(_splitext)
        1    0.000    0.000    0.000    0.000 os.py:1003(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
       29    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        1    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
       53    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       57    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {built-in method torch.cuda._get_device_properties}
       26    0.000    0.000    0.000    0.000 TiffImagePlugin.py:361(_delegate)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:60(BmpImageFile)
        1    0.000    0.000    0.000    0.000 _base.py:16(SplinePPFormBase)
        1    0.000    0.000    0.000    0.000 _sspumv.py:21(SplinePPForm)
        1    0.000    0.000    0.000    0.000 __config__.py:1(<module>)
        3    0.000    0.000    0.000    0.000 qconfig.py:57(__new__)
        1    0.000    0.000    0.000    0.000 multinomial.py:10(Multinomial)
       15    0.000    0.000    0.000    0.000 ssl.py:795(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 base64mime.py:25(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1182(ZipFile)
        1    0.000    0.000    0.000    0.000 convert_parameters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streams.py:5(Stream)
        1    0.000    0.000    0.000    0.000 formatting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 type_test.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tiling.py:1(<module>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 csr.py:20(csr_matrix)
        4    0.000    0.000    0.000    0.000 {built-in method cupy.core._dtype.get_dtype}
        1    0.000    0.000    0.000    0.000 {built-in method cupy.cuda.memory.set_allocator}
        2    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 integral.py:1(<module>)
