Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
Exception
         2474516 function calls (2417946 primitive calls) in 42.388 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 win.py:8(<module>)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4775(__init__)
        2    0.000    0.000    0.000    0.000 getlimits.py:399(_init)
        6    0.000    0.000    0.000    0.000 pathlib.py:1368(is_dir)
       12    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        2    0.000    0.000    0.000    0.000 sparse.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arithmetic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 matrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 table.py:30(Cell)
      116    0.000    0.000    0.000    0.000 pyparsing.py:2545(__str__)
      208    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 categorical.py:1(<module>)
      122    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
        1    0.000    0.000    0.000    0.000 piecewise.py:1(<module>)
        1    0.000    0.000    0.000    0.000 callbacks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:288(conditionAsParseAction)
       45    0.000    0.000    0.000    0.000 __init__.py:212(_acquireLock)
        1    0.000    0.000    0.000    0.000 threading.py:1185(__init__)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 GifImagePlugin.py:27(<module>)
        1    0.000    0.000    0.000    0.000 relaxed_categorical.py:1(<module>)
        1    0.000    0.000    0.000    0.000 parameter.py:1(<module>)
       37    0.000    0.000    0.000    0.000 dataclasses.py:1036(is_dataclass)
       29    0.000    0.000    0.000    0.000 typing.py:832(<genexpr>)
        1    0.000    0.000    0.000    0.000 morphology.py:124(generate_binary_structure)
        1    0.000    0.000    0.000    0.000 cm.py:211(ScalarMappable)
        8    0.000    0.000    0.000    0.000 deprecation.py:493(_suppress_matplotlib_deprecation_warning)
      130    0.000    0.000    0.000    0.000 inspect.py:80(ismethod)
        1    0.000    0.000    0.000    0.000 _globals.py:17(<module>)
       80    0.000    0.000    0.000    0.000 os.py:699(__iter__)
        1    0.000    0.000    0.000    0.000 _environment.py:75(get_nvcc_path)
        1    0.000    0.000    0.000    0.000 _environment.py:125(_get_nvcc_path)
        1    0.000    0.000    0.000    0.000 _quadrature.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coo.py:22(coo_matrix)
       12    0.000    0.000    0.000    0.000 __init__.py:1893(get_aliased_and_aliases)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:433(spec_from_loader)
        1    0.000    0.000    0.000    0.000 streams.py:351(StreamReader)
        1    0.000    0.000    0.000    0.000 _VF.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memory.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:22(bsr_matrix)
        1    0.000    0.000    0.000    0.000 dok.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lines.py:200(Line2D)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:2061(<dictcomp>)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:437(_get_xdg_config_dir)
        1    0.000    0.000    0.000    0.000 subprocess.py:1014(wait)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 _fusion_op.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _index.py:334(IndexMixin)
       65    0.000    0.000    0.000    0.000 cloudpickle.py:126(_whichmodule)
        1    0.000    0.000    0.000    0.000 __init__.py:400(<listcomp>)
        3    0.000    0.000    0.000    0.000 utils.py:139(__call__)
        1    0.000    0.000    0.000    0.000 scale.py:204(LogTransform)
        1    0.000    0.000    0.000    0.000 __init__.py:764(Grouper)
        6    0.000    0.000    0.000    0.000 dis.py:301(_get_instructions_bytes)
        1    0.000    0.000    0.000    0.000 inspect.py:2435(Parameter)
       21    0.000    0.000    0.000    0.000 traceback.py:145(_format_final_exc_line)
       32    0.000    0.000    0.000    0.000 warnings.py:489(__exit__)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.000    0.000 _generator.py:28(RandomState)
       80    0.000    0.000    0.000    0.000 reader.py:94(prefix)
        4    0.000    0.000    0.000    0.000 blas.py:324(_get_funcs)
        1    0.000    0.000    0.000    0.000 quiver.py:195(QuiverKey)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        1    0.000    0.000    0.000    0.000 patches.py:1551(Arc)
        6    0.000    0.000    0.000    0.000 pyparsing.py:5705(<lambda>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6857(pyparsing_test)
       47    0.000    0.000    0.000    0.000 pyparsing.py:2896(parseImpl)
        3    0.000    0.000    0.000    0.000 __init__.py:39(_get_running_interactive_framework)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
       27    0.000    0.000    0.000    0.000 enum.py:340(__getattr__)
        8    0.000    0.000    0.000    0.000 _torch_docs.py:23(<dictcomp>)
        1    0.000    0.000    0.000    0.000 multinomial.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cusolver.py:1(<module>)
       44    0.000    0.000    0.000    0.000 scanner.py:125(peek_token)
        1    0.000    0.000    0.000    0.000 _multivariate.py:3368(__init__)
        1    0.000    0.000    0.000    0.000 scale.py:431(SymmetricalLogScale)
       51    0.000    0.000    0.000    0.000 rcsetup.py:407(validate_fontsize)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
        9    0.000    0.000    0.000    0.000 __init__.py:381(__getitem__)
       13    0.000    0.000    0.000    0.000 pickle.py:374(__init__)
        6    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
      558    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 fishersnedecor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _monitor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 content.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method cupy.core._routines_logic.create_comparison}
        1    0.000    0.000    0.000    0.000 typing.py:1490(IO)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
        1    0.000    0.000    0.000    0.000 text.py:104(Text)
        1    0.000    0.000    0.000    0.000 collections.py:1464(EventCollection)
       82    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 storage.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _distn_infrastructure.py:2905(__new__)
        1    0.000    0.000    0.000    0.000 _shgo.py:448(SHGO)
        2    0.000    0.000    0.000    0.000 typing.py:445(__init__)
       12    0.000    0.000    0.000    0.000 typing.py:777(<genexpr>)
        1    0.000    0.000    0.000    0.000 _parser.py:1377(_tzparser)
      138    0.000    0.000    0.000    0.000 pyparsing.py:2450(setWhitespaceChars)
      252    0.000    0.000    0.000    0.000 rcsetup.py:58(func)
        1    0.000    0.000    0.000    0.000 subprocess.py:1621(_wait)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
       85    0.000    0.000    0.000    0.000 six.py:184(find_module)
        2    0.000    0.000    0.000    0.000 pathlib.py:1266(mkdir)
        1    0.000    0.000    0.000    0.000 optimizer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rational.py:1(<module>)
        1    0.000    0.000    0.000    0.000 comparison.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:448(Dispatch)
        1    0.000    0.000    0.000    0.000 serializer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 sf_error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:252(AitoffAxes)
        1    0.000    0.000    0.000    0.000 scale.py:515(LogitTransform)
        1    0.000    0.000    0.000    0.000 scale.py:560(LogitScale)
      112    0.000    0.000    0.000    0.000 patches.py:1885(<genexpr>)
        1    0.000    0.000    0.000    0.000 docstring.py:6(Substitution)
       14    0.000    0.000    0.000    0.000 rcsetup.py:623(validate_capstyle)
        2    0.000    0.000    0.000    0.000 re.py:299(_compile_repl)
       27    0.000    0.000    0.000    0.000 enum.py:157(<dictcomp>)
       17    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 uniform.py:1(<module>)
        1    0.000    0.000    0.000    0.000 half_cauchy.py:1(<module>)
      122    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        1    0.000    0.000    0.000    0.000 distance.py:1(<module>)
        1    0.000    0.000    0.000    0.000 init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 reader.py:59(__init__)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:103(FullHessianUpdateStrategy)
        2    0.000    0.000    0.000    0.000 _pep440.py:292(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:1078(StandardPsFonts)
        3    0.000    0.000    0.000    0.000 patches.py:1878(<listcomp>)
        1    0.000    0.000    0.000    0.000 ticker.py:2097(MaxNLocator)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3866(ParseExpression)
        1    0.000    0.000    0.000    0.000 core.py:2708(MaskedArray)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
        3    0.000    0.000    0.000    0.000 _datasource.py:302(_isurl)
       14    0.000    0.000    0.000    0.000 __init__.py:139(_check_size)
        6    0.000    0.000    0.000    0.000 pathlib.py:1178(stat)
        7    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
       42    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 transformed_distribution.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gamma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lbfgs.py:1(<module>)
        8    0.000    0.000    0.000    0.000 dicttoolz.py:18(merge)
        1    0.000    0.000    0.000    0.000 kdtree.py:182(KDTree)
        1    0.000    0.000    0.000    0.000 morphology.py:31(<module>)
        1    0.000    0.000    0.000    0.000 _layoutbox.py:16(<module>)
        2    0.000    0.000    0.000    0.000 core.py:2975(__array_finalize__)
      258    0.000    0.000    0.000    0.000 _iotools.py:11(_decode_line)
       73    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:32(seterr)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(copyto)
       14    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
       36    0.000    0.000    0.000    0.000 {method 'issuperset' of 'set' objects}
        1    0.000    0.000    0.000    0.000 laplace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cauchy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 grad_mode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 insert.py:1(<module>)
       99    0.000    0.000    0.000    0.000 typing.py:317(__eq__)
      123    0.000    0.000    0.000    0.000 typing.py:660(__eq__)
        1    0.000    0.000    0.000    0.000 geo.py:416(LambertAxes)
        1    0.000    0.000    0.000    0.000 dates.py:579(DateFormatter)
       24    0.000    0.000    0.000    0.000 dviread.py:168(<listcomp>)
       42    0.000    0.000    0.000    0.000 docstring.py:43(update)
       39    0.000    0.000    0.000    0.000 deprecation.py:192(_deprecated_property)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
      262    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.000    0.000 stubs.py:2(<module>)
        1    0.000    0.000    0.000    0.000 one_hot_categorical.py:1(<module>)
        1    0.000    0.000    0.000    0.000 poisson.py:1(<module>)
        1    0.000    0.000    0.000    0.000 studentT.py:1(<module>)
        4    0.000    0.000    0.000    0.000 ssl.py:367(__new__)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       58    0.000    0.000    0.000    0.000 __init__.py:20(__new__)
        1    0.000    0.000    0.000    0.000 _canny.py:13(<module>)
      116    0.000    0.000    0.000    0.000 error.py:6(__init__)
        7    0.000    0.000    0.000    0.000 rcsetup.py:292(validate_backend)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
        2    0.000    0.000    0.000    0.000 __init__.py:242(_register_at_fork_reinit_lock)
       45    0.000    0.000    0.000    0.000 {method 'hexdigest' of '_hashlib.HASH' objects}
       42    0.000    0.000    0.000    0.000 traceback.py:302(walk_tb)
       30    0.000    0.000    0.000    0.000 getlimits.py:25(_fr1)
       78    0.000    0.000    0.000    0.000 pickle.py:669(save_none)
        2    0.000    0.000    0.000    0.000 sre_parse.py:945(parse_template)
      133    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 exposure.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config.py:128(collect_yaml)
        1    0.000    0.000    0.000    0.000 constants.py:8(<module>)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        1    0.000    0.000    0.000    0.000 __init__.py:360(<listcomp>)
        1    0.000    0.000    0.000    0.000 quiver.py:442(Quiver)
        7    0.000    0.000    0.000    0.000 _parser.py:315(_convert)
        1    0.000    0.000    0.000    0.000 contour.py:670(ContourSet)
        7    0.000    0.000    0.000    0.000 pyparsing.py:3707(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:447(_get_xdg_cache_dir)
        4    0.000    0.000    0.000    0.000 __init__.py:497(cast)
       37    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:929(_sanity_check)
      213    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 fetch.py:4(<module>)
        1    0.000    0.000    0.000    0.000 logistic_normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 independent.py:1(<module>)
       72    0.000    0.000    0.000    0.000 kl.py:37(register_kl)
       47    0.000    0.000    0.000    0.000 scanner.py:325(unwind_indent)
        1    0.000    0.000    0.000    0.000 dop853_coefficients.py:1(<module>)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:20(<module>)
        1    0.000    0.000    0.000    0.000 gridspec.py:602(SubplotSpec)
        1    0.000    0.000    0.000    0.000 colors.py:81(__init__)
      144    0.000    0.000    0.000    0.000 pyparsing.py:2599(__hash__)
       16    0.000    0.000    0.000    0.000 pyparsing.py:3197(parseImpl)
       15    0.000    0.000    0.000    0.000 rcsetup.py:84(_listify_validator)
       42    0.000    0.000    0.000    0.000 traceback.py:153(_some_str)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:65(_bits_of)
        1    0.000    0.000    0.000    0.000 umath.py:7(<module>)
        4    0.000    0.000    0.000    0.000 parse.py:361(urlparse)
       14    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.000    0.000 _reshape.py:3(<module>)
        1    0.000    0.000    0.000    0.000 std.py:78(TqdmDefaultWriteLock)
        1    0.000    0.000    0.000    0.000 memory_ranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compressed.py:25(_compressed_sparse_matrix)
        1    0.000    0.000    0.000    0.000 colorlabel.py:18(<dictcomp>)
        1    0.000    0.000    0.000    0.000 widgets.py:672(TextBox)
       16    0.000    0.000    0.000    0.000 cycler.py:55(_process_keys)
       11    0.000    0.000    0.000    0.000 pyparsing.py:5454(_escapeRegexRangeChars)
       44    0.000    0.000    0.000    0.000 pyparsing.py:4283(<genexpr>)
       39    0.000    0.000    0.000    0.000 deprecation.py:211(finalize)
        1    0.000    0.000    0.000    0.000 dis.py:251(get_instructions)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        5    0.000    0.000    0.000    0.000 ast.py:38(literal_eval)
        1    0.000    0.000    0.000    0.000 relaxed_bernoulli.py:10(LogitRelaxedBernoulli)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:7(<module>)
        4    0.000    0.000    0.000    0.000 _jit_internal.py:488(_overload_method)
        3    0.000    0.000    0.000    0.000 content.py:4(_create_float_test_ufunc)
        8    0.000    0.000    0.000    0.000 resolver.py:25(add_implicit_resolver)
        1    0.000    0.000    0.000    0.000 _ksstats.py:68(<module>)
      267    0.000    0.000    0.000    0.000 typing.py:618(<genexpr>)
      282    0.000    0.000    0.000    0.000 pyparsing.py:3144(<genexpr>)
        1    0.000    0.000    0.000    0.000 _datasource.py:377(abspath)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
       14    0.000    0.000    0.000    0.000 copyreg.py:96(_slotnames)
       39    0.000    0.000    0.000    0.000 __init__.py:910(__getitem__)
       32    0.000    0.000    0.000    0.000 warnings.py:449(__init__)
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:289(IFDRational)
        8    0.000    0.000    0.000    0.000 TiffImagePlugin.py:642(_register_basic)
        1    0.000    0.000    0.000    0.000 reductions.py:346(init_reductions)
        1    0.000    0.000    0.000    0.000 functional_modules.py:1(<module>)
        1    0.000    0.000    0.000    0.000 time.py:1(<module>)
       10    0.000    0.000    0.000    0.000 functoolz.py:289(__hash__)
       74    0.000    0.000    0.000    0.000 utils.py:482(dispatch)
        1    0.000    0.000    0.000    0.000 reader.py:122(determine_encoding)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:2(<module>)
       26    0.000    0.000    0.000    0.000 typing.py:547(<genexpr>)
        1    0.000    0.000    0.000    0.000 scale.py:541(LogisticTransform)
       16    0.000    0.000    0.000    0.000 pyparsing.py:852(__iadd__)
        6    0.000    0.000    0.000    0.000 core.py:1147(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2819(__new__)
        2    0.000    0.000    0.000    0.000 threading.py:899(_set_tstate_lock)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(atleast_1d)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        4    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 pareto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 log_normal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:632(StackTransform)
        1    0.000    0.000    0.000    0.000 gui.py:8(<module>)
      122    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
        1    0.000    0.000    0.000    0.000 conv.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _jit_internal.py:165(boolean_dispatch)
        1    0.000    0.000    0.000    0.000 special.py:1(<module>)
        1    0.000    0.000    0.000    0.000 construct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:5726(nakagami_gen)
        4    0.000    0.000    0.000    0.000 doccer.py:133(_doc)
        1    0.000    0.000    0.000    0.000 _testutils.py:4(<module>)
        1    0.000    0.000    0.000    0.000 geo.py:301(HammerAxes)
        1    0.000    0.000    0.000    0.000 geo.py:346(MollweideAxes)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2630(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 patches.py:1242(FancyArrow)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1452(setName)
        1    0.000    0.000    0.000    0.000 PpmImagePlugin.py:18(<module>)
        1    0.000    0.000    0.000    0.000 constants.py:24(_SendfileMode)
        1    0.000    0.000    0.000    0.000 rearrange.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mock.py:38(<setcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:334(<listcomp>)
        1    0.000    0.000    0.000    0.000 _spectral.py:3(<module>)
        3    0.000    0.000    0.000    0.000 doccer.py:157(_doc)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
        1    0.000    0.000    0.000    0.000 _parser.py:1379(_result)
        1    0.000    0.000    0.000    0.000 textpath.py:18(TextToPath)
        1    0.000    0.000    0.000    0.000 patches.py:698(Rectangle)
        1    0.000    0.000    0.000    0.000 transforms.py:1746(Affine2DBase)
      144    0.000    0.000    0.000    0.000 pyparsing.py:4026(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:3124(view)
        1    0.000    0.000    0.000    0.000 threading.py:763(__init__)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:433(__enter__)
        3    0.000    0.000    0.000    0.000 __init__.py:489(PYFUNCTYPE)
        5    0.000    0.000    0.000    0.000 six.py:91(__get__)
        7    0.000    0.000    0.000    0.000 pathlib.py:372(gethomedir)
      156    0.000    0.000    0.000    0.000 __init__.py:931(<genexpr>)
       67    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
       26    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
      122    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 hooks.py:1(<module>)
        6    0.000    0.000    0.000    0.000 _signatures.py:774(_num_required_args)
        1    0.000    0.000    0.000    0.000 typing.py:1600(TextIO)
        3    0.000    0.000    0.000    0.000 blas.py:409(get_blas_funcs)
       18    0.000    0.000    0.000    0.000 lapack.py:1017(_check_work_float)
        2    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _formsubplottool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trirefine.py:3(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:883(RegularPolygon)
        1    0.000    0.000    0.000    0.000 animation.py:789(HTMLWriter)
        2    0.000    0.000    0.000    0.000 _datasource.py:293(_possible_names)
       20    0.000    0.000    0.000    0.000 tokenize.py:107(group)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:719(__iter__)
        1    0.000    0.000    0.000    0.000 _storage_docs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 std.py:69(TRLock)
        1    0.000    0.000    0.000    0.000 anomaly_mode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 count.py:1(<module>)
        1    0.000    0.000    0.000    0.000 debug_print.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mstats_extras.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:1586(BinaryIO)
       12    0.000    0.000    0.000    0.000 pyparsing.py:5673(<lambda>)
       14    0.000    0.000    0.000    0.000 pyparsing.py:4506(__str__)
        2    0.000    0.000    0.000    0.000 dis.py:436(findlinestarts)
       45    0.000    0.000    0.000    0.000 __init__.py:221(_releaseLock)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
       11    0.000    0.000    0.000    0.000 getlimits.py:509(min)
       27    0.000    0.000    0.000    0.000 pathlib.py:795(name)
       72    0.000    0.000    0.000    0.000 kl.py:68(decorator)
        1    0.000    0.000    0.000    0.000 pixelshuffle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nvtx.py:1(<module>)
        2    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pep440.py:117(parse)
        1    0.000    0.000    0.000    0.000 dates.py:1465(YearLocator)
        1    0.000    0.000    0.000    0.000 backend_tools.py:31(Cursors)
        1    0.000    0.000    0.000    0.000 backend_tools.py:1030(ToolCopyToClipboardBase)
        6    0.000    0.000    0.000    0.000 rcsetup.py:617(validate_joinstyle)
        5    0.000    0.000    0.000    0.000 version.py:51(__lt__)
       30    0.000    0.000    0.000    0.000 getlimits.py:17(_fr0)
      135    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
       78    0.000    0.000    0.000    0.000 pickle.py:302(whichmodule)
       59    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
       71    0.000    0.000    0.000    0.000 enum.py:203(<genexpr>)
      270    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
      161    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {built-in method torch._C._multiprocessing_init}
        1    0.000    0.000    0.000    0.000 adagrad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 adam.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rendezvous.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rnn.py:399(LSTM)
        1    0.000    0.000    0.000    0.000 weight_norm.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _namedtensor_internals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fusion_emit_code.py:1(<module>)
        4    0.000    0.000    0.000    0.000 compiler.py:338(get_cache_dir)
        8    0.000    0.000    0.000    0.000 pyparsing.py:1788(clear)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1351(ParserElement)
        3    0.000    0.000    0.000    0.000 rcsetup.py:701(_validate_hinting)
        1    0.000    0.000    0.000    0.000 token.py:78(<dictcomp>)
       32    0.000    0.000    0.000    0.000 pathlib.py:294(splitroot)
       13    0.000    0.000    0.000    0.000 weakref.py:432(get)
        1    0.000    0.000    0.000    0.000 bernoulli.py:10(Bernoulli)
        1    0.000    0.000    0.000    0.000 asgd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sgd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 rmsprop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _utils_internal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _signatures.py:1(<module>)
       28    0.000    0.000    0.000    0.000 constructor.py:173(construct_scalar)
        1    0.000    0.000    0.000    0.000 bsplines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _warnings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _subplots.py:199(subplot_class_factory)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1366(MouseButton)
       97    0.000    0.000    0.000    0.000 pyparsing.py:5705(<genexpr>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3774(__init__)
        1    0.000    0.000    0.000    0.000 inspect.py:2407(_ParameterKind)
       10    0.000    0.000    0.000    0.000 __init__.py:216(_logged_cached)
        3    0.000    0.000    0.000    0.000 _datasource.py:263(_iszip)
        1    0.000    0.000    0.000    0.000 numerictypes.py:560(_register_types)
       56    0.000    0.000    0.000    0.000 pathlib.py:1034(_init)
       29    0.000    0.000    0.000    0.000 functools.py:458(lru_cache)
        2    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        1    0.000    0.000    0.000    0.000 transforms.py:213(ComposeTransform)
        1    0.000    0.000    0.000    0.000 runners.py:1(<module>)
        2    0.000    0.000    0.000    0.000 coroutines.py:104(coroutine)
        1    0.000    0.000    0.000    0.000 resource_sharer.py:63(__init__)
        1    0.000    0.000    0.000    0.000 adamw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 adamax.py:1(<module>)
        1    0.000    0.000    0.000    0.000 order.py:77(<module>)
       46    0.000    0.000    0.000    0.000 parser.py:114(get_event)
        1    0.000    0.000    0.000    0.000 ndgriddata.py:6(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1073(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 __init__.py:425(<listcomp>)
       26    0.000    0.000    0.000    0.000 typing.py:199(_check_generic)
